id,kategorie,subkategorie,frage,tipp1,tipp2,loesung,status
110,B) Mensch & Kultur,Geschichte & Zeitspannen,Wie lange existierte die DDR?,Die DDR wurde 1949 gegründet und bestand bis zur Wiedervereinigung 1990.,Die Anzahl der Tage ist vierstellig; zwischen 10.000 und 15.000.,12.921,todo
111,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Abgeordnete sitzen im 20. Deutschen Bundestag?,Der Bundestag hat durch Überhangmandate an Größe zugenommen; die Zahl ist dreistellig.,Die Anzahl liegt zwischen 700 und 800.,736,todo
112,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie alt war im Durchschnitt eine Person in Deutschland am 31.12.2022?,Deutschland hat eine alternde Gesellschaft; das Durchschnittsalter ist zweistellig,Das Durchschnittsalter liegt zwischen 40 und 50 Jahren,44.6,todo
113,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Bundesgesetze waren in Deutschland am 1.1.2023 in Kraft?,Die Zahl ist dreistellig; es umfasst alle Bereiche von Recht und Verwaltung.,Die Zahl liegt zwischen 1.500 und 2.500.,1.961,todo
114,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Staaten sind Mitglied der Vereinten Nationen?,Fast alle anerkannten Staaten sind dabei; die Zahl ist dreistellig,Die Anzahl liegt zwischen 190 und 200,193,todo
115,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie lange dauert die Amtszeit eines US-Senators?,Alle zwei Jahre wird ein Drittel der Senatoren neu gewählt.,Die Amtszeit beträgt weniger als 10 Jahre.,6,todo
116,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie hoch war die Wahlbeteiligung bei der Bundestagswahl 2021?,Es ging um die Nachfolge von Angela Merkel; die Beteiligung war prozentual.,Die Wahlbeteiligung lag zwischen 70 und 80 Prozent.,76.6,todo
117,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Einwohner hatte die kleinste Gemeinde Deutschlands Ende 2022?,Die Gemeinde liegt in Rheinland-Pfalz; die Einwohnerzahl ist einstellig.,Die Einwohnerzahl ist kleiner als 10.,9,todo
118,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Ehen wurden 2022 in Deutschland aufgelöst?,Die Scheidungsrate in Deutschland ist seit Jahren rückläufig.,Die Zahl liegt im sechsstelligen Bereich; zwischen 100.000 und 200.000.,143.800,todo
119,B) Mensch & Kultur,Politik Gesellschaft & Recht,In welchem Jahr wurde das Frauenwahlrecht in der Schweiz auf Bundesebene eingeführt?,Es war im 20. Jahrhundert; erstaunlich spät im Vergleich zu vielen anderen Ländern,Es war in den 1970er Jahren,1971,todo
120,B) Mensch & Kultur,Politik Gesellschaft & Recht,Wie viele Sterne sind auf der Europaflagge abgebildet?,Die Zahl ist fix und ändert sich nicht bei Eintritten; sie ist zweistellig,Die Anzahl der Sterne ist zwischen 10 und 15,12,todo
121,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Stichwörter sind im Duden in der 28. Auflage enthalten?,Es handelt sich um eine sechsstellige Zahl; es kommen ständig neue Wörter hinzu.,Die Anzahl liegt zwischen 100.000 und 200.000.,148.000,todo
122,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele lebende Sprachen werden weltweit verzeichnet?,Papua-Neuguinea hat allein über 800; die Gesamtzahl ist vierstellig,Die Zahl liegt zwischen 7000 und 7500,7151,todo
123,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Buchstaben hat das längste Wort im Duden?,Es handelt sich um ein medizinisches Fachwort,Das Wort hat mehr als 40 Buchstaben,44,todo
124,B) Mensch & Kultur,Sprache & Redewendungen,Welcher Anteil des englischen Wortschatzes stammt laut Finkenstaedt & Wolff aus dem Germanischen?,Englisch hat germanische Wurzeln; der Anteil ist zweistellig,Der Anteil liegt zwischen 20 und 30 Prozent,26,todo
125,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Schriftzeichen gehören zu den allgemein gebräuchlichen Schriftzeichen in China?,Für eine Zeitung reichen oft einige Tausend Schriftzeichen aus.,Die Anzahl liegt zwischen 3000 und 4000.,3.500,todo
126,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Wörter spricht eine Frau durchschnittlich pro Tag laut einer Studie?,Männer sprachen in der Studie weniger; die Zahl ist vierstellig,Die Anzahl liegt zwischen 10.000 und 20.000,16.000,todo
127,B) Mensch & Kultur,Sprache & Redewendungen,Wie oft kommt der Buchstabe E in deutschen Texten vor?,Es ist der häufigste Buchstabe in der deutschen Sprache.,Der Wert liegt zwischen 10 und 20 Prozent.,17,todo
128,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele offizielle Sprachen hat die Europäische Union?,Deutsch - Englisch und Französisch sind Arbeitssprachen der EU,Die Anzahl liegt zwischen 20 und 30,24,todo
129,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Verse hat Goethes Faust Der Tragödie erster Teil?,Es handelt sich um ein bekanntes Werk der deutschen Literatur; die Anzahl ist vierstellig,Die Anzahl liegt zwischen 4000 und 5000; ein Vers ist eine Zeile,4612,todo
130,B) Mensch & Kultur,Sprache & Redewendungen,Wie viele Menschen sprechen Mandarin als Muttersprache?,Es ist die sprecherreichste Muttersprache; die Zahl ist dreistellig.,Die Zahl liegt zwischen 800 und 1000 Millionen.,920,todo
131,B) Mensch & Kultur,Bräuche & Feiertage,Wie viel Bier wurde auf dem Oktoberfest 2023 ausgeschenkt?,Es handelt sich um eine große Menge; der Wert ist siebenstellig.,Die Menge liegt zwischen 5 und 6 Millionen Hektoliter; Einheit: Hektoliter.,5.8 Millionen,todo
132,B) Mensch & Kultur,Bräuche & Feiertage,Wie viele Kalorien hat eine typische Portion eines traditionellen Festtagsessens mit Fleisch und Beilagen?,Es handelt sich um ein sehr üppiges Essen; oft zu besonderen Anlässen serviert,Die Kalorienzahl liegt zwischen 1000 und 1500,1200,todo
133,B) Mensch & Kultur,Bräuche & Feiertage,Wie viele Schnittblumen importiert Deutschland im Februar?,Der Valentinstag ist ein wichtiger Anlass; meistens sind es Rosen.,Die Zahl liegt im zweistelligen Millionenbereich.,100,todo
134,B) Mensch & Kultur,Bräuche & Feiertage,Nach wie vielen Ehejahren feiert man die Gnadenhochzeit?,Silberhochzeit ist nach 25 Jahren; Goldene Hochzeit nach 50 Jahren,Die Gnadenhochzeit wird nach mehr als 60 Ehejahren gefeiert,70,todo
135,B) Mensch & Kultur,Bräuche & Feiertage,Wie viele gesetzliche Feiertage gibt es in einer Stadt in Deutschland - die besonders viele hat?,Augsburg hat die meisten Feiertage in Deutschland,Die Anzahl liegt im einstelligen Bereich,9,todo
136,B) Mensch & Kultur,Bräuche & Feiertage,Wie hoch war der Umsatz mit Silvesterfeuerwerk in Deutschland 2022/23?,Es war das erste Jahr nach dem Verkaufsverbot; der Umsatz ist dreistellig,Der Umsatz liegt zwischen 100 und 150 Millionen Euro,113,todo
137,B) Mensch & Kultur,Bräuche & Feiertage,Wie schwer war der größte Schokoladenhase der Welt - der 2017 in Brasilien hergestellt wurde?,Er war über 4 Meter hoch,Das Gewicht liegt im vierstelligen Bereich; Einheit: Kilogramm,4487,todo
138,B) Mensch & Kultur,Bräuche & Feiertage,An welchem Tag im April wird ein bedeutender Tag für die deutsche Bierkultur gefeiert?,Der Tag erinnert an ein Gesetz aus dem Jahr 1516.,Der Tag liegt im letzten Drittel des Monats.,23.,todo
139,B) Mensch & Kultur,Bräuche & Feiertage,Wie viele Menschen wurden beim Kölner Rosenmontagszug 2023 von der Polizei geschätzt?,Es handelt sich um eine siebenstellige Zahl; Kölle Alaaf!,Die geschätzte Zahl liegt zwischen 1.000.000 und 1.500.000,1.200.000,todo
140,B) Mensch & Kultur,Bräuche & Feiertage,Wie viele Eier konsumiert eine Person durchschnittlich in Deutschland im Jahr 2022?,Inklusive verarbeiteter Eier in Produkten wie Nudeln und Backwaren; dreistellig,Zwischen 200 und 300,239,todo
141,B) Mensch & Kultur,Kunst & Architektur,Wie lange dauerte es von der Grundsteinlegung bis zur Vollendung des Kölner Doms?,Der Bau begann im Mittelalter und wurde im 19. Jahrhundert vollendet,Die Bauzeit betrug mehrere Jahrhunderte; zwischen 600 und 700 Jahre,632,todo
142,B) Mensch & Kultur,Kunst & Architektur,Für wie viel Geld wurde Salvator Mundi 2017 versteigert?,Das Gemälde wird Leonardo da Vinci zugeschrieben.,Der Preis lag im dreistelligen Millionenbereich; Einheit: Millionen Dollar,450.3,todo
143,B) Mensch & Kultur,Kunst & Architektur,Wie viele Menschen besuchten das bekannteste Museum in Paris im Jahr 2023?,Es ist das meistbesuchte Museum der Welt; die Zahl ist siebenstellig,Die Besucherzahl liegt zwischen 5 und 10 Millionen,8 Millionen,todo
144,B) Mensch & Kultur,Kunst & Architektur,Wie hoch ist die Freiheitsstatue vom Boden bis zur Fackelspitze?,Die Statue steht in New York und war ein Geschenk Frankreichs; die Hoehe ist zweistellig,Die Hoehe liegt zwischen 80 und 100 Metern; Einheit: Meter,93,todo
145,B) Mensch & Kultur,Kunst & Architektur,Wie viele Teile hat das größte kommerziell erhältliche Puzzle von Kodak?,Es zeigt 27 Weltwunder; die Anzahl der Teile ist fünfstellig,Die Anzahl der Teile liegt zwischen 50000 und 52000,51300,todo
146,B) Mensch & Kultur,Kunst & Architektur,Wie lange wurde an Schloss Neuschwanstein gebaut bis zum Baustopp?,König Ludwig II. starb vor der Fertigstellung; es handelt sich um eine zweistellige Anzahl von Jahren,Die Bauzeit betrug zwischen 10 und 20 Jahren,17,todo
147,B) Mensch & Kultur,Kunst & Architektur,Wie breit ist das Gemälde Mona Lisa ohne Rahmen?,Es handelt sich um ein berühmtes Gemälde von Leonardo da Vinci; die Breite ist zweistellig,Die Breite liegt zwischen 50 und 60 Zentimetern,53,todo
148,B) Mensch & Kultur,Kunst & Architektur,Aus wie vielen Einzelteilen besteht der Eiffelturm?,Der Eiffelturm ist ein Wahrzeichen von Paris und wurde im 19. Jahrhundert erbaut.,Die Anzahl der Einzelteile ist fünfstellig; sie liegt zwischen 15.000 und 20.000.,18.038,todo
149,B) Mensch & Kultur,Kunst & Architektur,Wie viele Räume hat der Buckingham Palace offiziell?,Der Palast dient als Residenz der britischen Monarchen.,Die Anzahl liegt im dreistelligen Bereich; inklusive 78 Badezimmern.,775,todo
150,B) Mensch & Kultur,Kunst & Architektur,Wie schwer ist die Statue David von Michelangelo?,Die Statue steht in Florenz; das Gewicht ist vierstellig,Das Gewicht liegt zwischen 5000 und 6000 Kilogramm; Einheit: Kilogramm,5572,todo
151,B) Mensch & Kultur,Musik & Popkultur,Wie viele Tonträger haben die Beatles laut EMI-Schätzung weltweit verkauft?,Sie sind die erfolgreichste Band der Geschichte; die Zahl ist dreistellig in Millionen,Die Zahl liegt zwischen 800 Millionen und 1 -2 Milliarden; Einheit: Milliarden,1,todo
152,B) Mensch & Kultur,Musik & Popkultur,Wie lange dauert die Album-Version von Autobahn von Kraftwerk?,Das Lied war auch in den US-Charts; die Dauer ist zweistellig,Die Dauer liegt zwischen 20 und 30 Minuten,22,todo
153,B) Mensch & Kultur,Musik & Popkultur,Wie viele Tasten hat ein moderner Standard-Konzertflügel?,Weiße und schwarze Tasten zusammen; die Zahl ist zweistellig,Die Anzahl liegt zwischen 80 und 100,88,todo
154,B) Mensch & Kultur,Musik & Popkultur,Für wie viel Geld wurde die Akustikgitarre von Kurt Cobain 2020 versteigert?,Die Gitarre wurde bei einer berühmten MTV Unplugged Session gespielt,Der Betrag liegt im einstelligen Millionenbereich; Einheit: Millionen Dollar,6,todo
155,B) Mensch & Kultur,Musik & Popkultur,Wie viele Auszeichnungen hat Beyoncé bis 2024 bei den Grammy Awards insgesamt gewonnen?,Sie hält den Rekord für die meisten gewonnenen Grammy Awards.,Die Anzahl liegt im zweistelligen Bereich; zwischen 30 und 40.,32,todo
156,B) Mensch & Kultur,Musik & Popkultur,Wie viele Menschen besuchten das Rod Stewart Konzert an der Copacabana im Jahr 1994?,Es war ein kostenloses Konzert; es stellte einen Guinness Rekord auf,Die Besucherzahl lag im Millionenbereich,3.500.000,todo
157,B) Mensch & Kultur,Musik & Popkultur,Wie oft wurde Last Christmas auf Spotify gestreamt (Stand Dezember 2023)?,Der Song ist von Wham!; es handelt sich um einen sehr bekannten Weihnachtssong,Die Anzahl der Streams ist im Milliardenbereich; zwischen 1 und 2 Milliarden,1.2,todo
158,B) Mensch & Kultur,Musik & Popkultur,Wie viele Musiker sind laut Tarifvertrag in einem großen Kulturorchester mindestens vorgesehen?,Bezieht sich auf große Orchester wie das NDR Elbphilharmonie Orchester; die Zahl ist zweistellig,Die Anzahl liegt zwischen 80 und 100,90,todo
159,B) Mensch & Kultur,Musik & Popkultur,An welchem Tag im August 1977 starb Elvis Presley?,Er starb in seinem Anwesen in Graceland; es war Mitte des Monats,Es war zwischen dem 10. und 20. August,16.,todo
160,B) Mensch & Kultur,Musik & Popkultur,Wie viele Saiten hat eine moderne Konzertharfe?,Sie hat 7 Pedale zur Umstimmung; die Anzahl der Saiten ist zweistellig,Die Anzahl liegt zwischen 40 und 50,47,todo
161,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele Episoden der Simpsons wurden bis Ende der 35. Staffel ausgestrahlt?,Die Simpsons ist die am längsten laufende Zeichentrickserie im Fernsehen; die Anzahl der Episoden ist dreistellig.,Die Anzahl der Episoden liegt zwischen 700 und 800.,750,todo
162,B) Mensch & Kultur,Film & Serien & Streaming,Wie hoch waren die geschätzten Produktionskosten des Films Avatar: The Way of Water?,Hollywood-Blockbuster haben oft sehr hohe Produktionskosten,Die Kosten liegen im dreistelligen Millionenbereich,350 Millionen,todo
163,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele Oscars erhielt der Film Titanic bei der Verleihung im Jahr 1998?,Titanic teilt sich den Rekord mit Ben Hur und Herr der Ringe; zweistellige Zahl,Zwischen 10 und 15,11,todo
164,B) Mensch & Kultur,Film & Serien & Streaming,Wie lange dauert die Special Extended Edition von Die Rückkehr des Königs auf Blu-ray?,Ohne Abspann immer noch über 4 Stunden,Die Laufzeit beträgt zwischen 250 und 270 Minuten,263,todo
165,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele zahlende Abonnenten hatte Netflix weltweit im Q4 2023?,Disney+ hatte ca. 150 Millionen Abonnenten im gleichen Zeitraum,Die Anzahl liegt zwischen 200 und 300 Millionen,247,todo
166,B) Mensch & Kultur,Film & Serien & Streaming,Wie oft ist der Schauspieler Sean Bean in Filmen bis 2020 gestorben?,Er ist bekannt für seine Rollen in denen er oft stirbt - wie in Herr der Ringe und Game of Thrones,Die Anzahl liegt zwischen 20 und 30,23,todo
167,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele James-Bond-Filme wurden von Eon Productions bis zum Film No Time to Die produziert?,Der erste Film der Reihe war Dr. No aus dem Jahr 1962,Die Anzahl der Filme liegt zwischen 20 und 30,25,todo
168,B) Mensch & Kultur,Film & Serien & Streaming,Wie hoch ist das weltweite Einspielergebnis des erfolgreichsten Films aller Zeiten?,Der Film wurde 2009 veröffentlicht; es handelt sich um einen Science-Fiction-Film.,Das Einspielergebnis liegt im Milliardenbereich; zwischen 2 und 3 Milliarden Dollar.,2.923,todo
169,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele Staffeln von Grey's Anatomy wurden bis 2024 produziert?,Es ist die längste Krankenhaus-Serie; die Serie startete 2005,Die Anzahl der Staffeln ist zweistellig und unter 25,20,todo
170,B) Mensch & Kultur,Film & Serien & Streaming,Wie viele Wörter spricht Arnold Schwarzenegger im ersten Terminator-Film?,Er sagt den berühmten Satz 'I'll be back'; die Anzahl ist zweistellig,Die Anzahl liegt zwischen 50 und 100,58,todo
171,B) Mensch & Kultur,Gaming & Internetkultur,In welchem Jahr erschien die erste Alpha-Version des beliebten Sandbox-Spiels Minecraft?,Das Spiel wurde von Markus Notch Persson entwickelt; es ist ein beliebtes Sandbox-Spiel.,Das Jahr liegt zwischen 2005 und 2015.,2009,todo
172,B) Mensch & Kultur,Gaming & Internetkultur,Wie lautet der Speedrun-Weltrekord für Super Mario Bros. (Any%) im Jahr 2023?,Das Spiel dauert normalerweise viel länger; die Zeit ist dreistellig.,Der Rekord liegt zwischen 400 und 500 Sekunden.,454,todo
173,B) Mensch & Kultur,Gaming & Internetkultur,Wie viele Pokémon gibt es insgesamt nach der neuesten Erweiterung im Jahr 2024?,Die Pokémon-Reihe begann mit 151 Kreaturen.,Die Anzahl ist vierstellig.,1010,todo
174,B) Mensch & Kultur,Gaming & Internetkultur,Wie viele monatlich aktive Nutzer hatte Facebook im 4. Quartal 2023?,Das ist fast ein Drittel der Menschheit; die Zahl ist vierstellig.,Die Zahl liegt zwischen 2500 und 3500; Einheit: Millionen.,2998,todo
175,B) Mensch & Kultur,Gaming & Internetkultur,Für wie viel wurde der Club Neverdie im Spiel Entropia Universe 2010 verkauft?,Es handelt sich um virtuellen Grundbesitz im Bereich von Hunderttausenden.,Der Verkaufspreis lag zwischen 500000 und 700000 Dollar.,635000,todo
176,B) Mensch & Kultur,Gaming & Internetkultur,Wie viele E-Mails wurden 2023 weltweit pro Tag verschickt?,Die Zahl ist dreistellig; Quelle: Statista,Die Zahl liegt zwischen 300 und 400; Einheit: Milliarden,347,todo
177,B) Mensch & Kultur,Gaming & Internetkultur,Wie viele Aktionen pro Minute führte der StarCraft 2 Pro-Gamer Losira durchschnittlich in Turnieren aus?,Es handelt sich um die Anzahl der Tastenanschläge pro Minute eines professionellen Gamers.,Die Zahl liegt im Bereich zwischen 300 und 500.,400,todo
178,B) Mensch & Kultur,Gaming & Internetkultur,Wie groß ist die Spielwelt von GTA V (Landmasse + Wasser)?,Die Stadt in der Spielwelt heißt Los Santos; die Größe ist dreistellig,Die Größe liegt zwischen 100 und 150 Quadratkilometern,127,todo
179,B) Mensch & Kultur,Gaming & Internetkultur,Wie viele Suchanfragen verarbeitet Google durchschnittlich pro Sekunde (Stand 2023)?,Google dominiert den Suchmarkt; die Zahl ist sechsstellig,Die Zahl liegt zwischen 50.000 und 150.000,99.000,todo
180,B) Mensch & Kultur,Gaming & Internetkultur,Wie groß ist die Datei des originalen Super Mario Bros. (NES)?,Ein heutiges Foto ist viel größer; die Größe ist zweistellig,Die Größe liegt zwischen 30 und 50 Kilobyte,40,todo
181,B) Mensch & Kultur,Sport-Rekorde & Titel,In welcher Zeit lief Usain Bolt den 100-Meter-Weltrekord 2009?,Ort: Berlin; es handelt sich um einen Weltrekord im Sprint,Die Zeit liegt unter 10 Sekunden; Einheit: Sekunden,9.58,todo
182,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Tore hat Pelé in seiner Karriere in offiziellen Spielen erzielt?,Die Statistik umfasst nur Pflichtspiele; dreistellig,Die Anzahl liegt zwischen 700 und 800,767,todo
183,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie hoch ist der aktuelle Weltrekord im Stabhochsprung der Männer (Duplantis 2024)?,Der Athlet hat seinen eigenen Rekord mehrfach gebrochen; die Höhe ist dreistellig,Die Höhe liegt zwischen 600 und 650; Einheit: Zentimeter,623,todo
184,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie lange dauerte das längste Tennismatch zwischen Isner und Mahut im Jahr 2010?,Es wurde über 3 Tage gespielt; die Dauer ist zweistellig in Stunden,Die Dauer liegt zwischen 10 und 12 Stunden; Einheit: Stunden und Minuten,11 Stunden 5 Minuten,todo
185,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Medaillen hat Michael Phelps bei den Olympischen Spielen insgesamt gewonnen?,Er ist der erfolgreichste Olympionike aller Zeiten.,Die Anzahl liegt zwischen 20 und 30.,28,todo
186,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie hoch ist das Mindestgewicht eines Formel-1-Autos inklusive Fahrer ohne Sprit im Jahr 2024?,Früher waren die Autos viel leichter; das Gewicht ist dreistellig,Das Mindestgewicht liegt zwischen 700 und 900 Kilogramm,798,todo
187,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viele Zuschauer fasst das Stadion Erster Mai in Pjöngjang offiziell?,Es ist das größte Stadion der Welt; die Kapazität ist sechsstellig,Die Kapazität liegt zwischen 100000 und 200000,150000,todo
188,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie schnell war der schnellste gemessene Aufschlag im Profi-Tennis (Sam Groth 2012)?,Das ist schneller als ein ICE; Geschwindigkeit in km/h,Der Aufschlag war zwischen 250 und 270 km/h,263,todo
189,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie viel Energie verbraucht ein Tour-de-France-Fahrer durchschnittlich an einem Renntag?,Das entspricht etwa dem Verbrauch von mehreren Tafeln Schokolade,Die Zahl liegt im vierstelligen Bereich; zwischen 7000 und 9000 Kalorien,8000,todo
190,B) Mensch & Kultur,Sport-Rekorde & Titel,Wie oft konnte die deutsche Männer-Nationalmannschaft den Titel bei der Fußball-Weltmeisterschaft erringen?,Die erste Weltmeisterschaft fand 1930 statt; Deutschland ist eine der erfolgreichsten Nationen in diesem Turnier.,Die Titel wurden in den Jahren 1954 - 1974 - 1990 und 2014 gewonnen.,4,todo
191,B) Mensch & Kultur,Essen & Trinken,Wie viele Kalorien hat ein Big Mac in Deutschland?,Fast-Food-Burger; Zutaten: Fleisch - Käse - Salat - Sauce - Gurke - Zwiebel - Brötchen,Zwischen 400 und 600 Kalorien; Einheit: kcal,503,todo
192,B) Mensch & Kultur,Essen & Trinken,Wie viele Scoville-Einheiten hat Pepper X im Durchschnitt?,Tabasco hat ca. 2500-5000 Scoville-Einheiten; Pepper X ist deutlich schärfer,Die Scoville-Einheiten von Pepper X liegen zwischen 2.500.000 und 3.000.000,2.693.000,todo
193,B) Mensch & Kultur,Essen & Trinken,Wie viel Fleisch verzehrte ein Deutscher im Jahr 2023 durchschnittlich?,Der Trend ist rückläufig; es handelt sich um eine zweistellige Zahl,Zwischen 40 und 60 Kilogramm,52,todo
194,B) Mensch & Kultur,Essen & Trinken,Wie lange muss Parmigiano Reggiano mindestens reifen?,Es handelt sich um eine Mindestanforderung für eine geschützte Ursprungsbezeichnung.,Die Reifezeit beträgt mindestens ein Jahr.,12,todo
195,B) Mensch & Kultur,Essen & Trinken,Wie viele Bläschen entstehen in einem Glas Champagner laut einer Studie von 2023?,Die Perlage ist wichtig für den Geschmack; die Zahl ist einstellig,Die Zahl liegt zwischen 0 und 5 Millionen,1,todo
196,B) Mensch & Kultur,Essen & Trinken,Wie viel Koffein enthält eine Dose Red Bull?,Ein Espresso hat ca. 60-80 Milligramm Koffein.,Der Wert liegt zwischen 70 und 90 Milligramm.,80,todo
197,B) Mensch & Kultur,Essen & Trinken,Wie viele verschiedene Apfelsorten gibt es weltweit schätzungsweise?,Im Supermarkt gibt es meist nur 5-10 verschiedene Sorten; weltweit sind es deutlich mehr,Die Anzahl liegt im vierstelligen Bereich; zwischen 5000 und 10000,7500,todo
198,B) Mensch & Kultur,Essen & Trinken,Wie viel Zucker ist in einem Liter Coca-Cola (Classic) enthalten?,Ein Würfelzucker wiegt ca. 3 Gramm; die Menge ist dreistellig,Die Menge liegt zwischen 100 und 150 Gramm,106,todo
199,B) Mensch & Kultur,Essen & Trinken,Wie hoch ist der Preis des teuersten Burgers der Welt in Euro?,Der Burger enthält luxuriöse Zutaten wie Blattgold und Trüffel.,Der Preis liegt im vierstelligen Bereich.,5000,todo
200,B) Mensch & Kultur,Essen & Trinken,Wie lange kann Honig bei kühler und dunkler Lagerung aufbewahrt werden?,Honig wurde in ägyptischen Gräbern gefunden; er war noch genießbar.,Honig hat keine festgelegte Haltbarkeitsgrenze.,Unbegrenzt.,todo
201,C) Technik & Zahlenwelt,Physik im Alltag,Wie schnell bewegt sich der Schall in trockener Luft bei 20°C?,Die Geschwindigkeit entspricht Mach 1.,Die Geschwindigkeit liegt zwischen 1000 und 1500 km/h; Einheit: km/h,1235,todo
202,C) Technik & Zahlenwelt,Physik im Alltag,Wie hoch ist die durchschnittliche Leistungsaufnahme des menschlichen Gehirns?,Das Gehirn ist trotz seiner enormen Rechenleistung sehr effizient; die Leistungsaufnahme ist zweistellig.,Die Leistungsaufnahme liegt zwischen 10 und 30 Watt; Einheit: Watt,20,todo
203,C) Technik & Zahlenwelt,Physik im Alltag,Bei welcher Temperatur gefriert reines Ethanol (Alkohol)?,Ethanol hat einen deutlich niedrigeren Gefrierpunkt als Wasser.,Der Gefrierpunkt liegt im negativen dreistelligen Bereich in Grad Celsius.,-114,todo
204,C) Technik & Zahlenwelt,Physik im Alltag,Wie viel wiegt 1 Kubikmeter Luft auf Meereshöhe bei 20°C?,Luft ist schwerer als man denkt; Gewicht in Kilogramm,Das Gewicht liegt zwischen 1 und 2 Kilogramm,1.204,todo
205,C) Technik & Zahlenwelt,Physik im Alltag,Ab wie viel Beschleunigung tritt bei untrainierten Menschen Bewusstlosigkeit ein?,Piloten trainieren für höhere Werte; es handelt sich um eine einstellige Zahl,Der Wert liegt zwischen 4 und 6; Einheit: g,5,todo
206,C) Technik & Zahlenwelt,Physik im Alltag,Welche Geschwindigkeit erreicht ein Fallschirmspringer in stabiler Bauchlage?,Im Sturzflug (Head-Down) geht es schneller; Geschwindigkeit wird in km/h gemessen,Die Geschwindigkeit liegt zwischen 150 und 250 km/h,200,todo
207,C) Technik & Zahlenwelt,Physik im Alltag,Wie viele verschiedene Farben kann das menschliche Auge unterscheiden?,Das menschliche Auge nutzt drei Zapfentypen zur Farberkennung; die Anzahl ist siebenstellig,Die Zahl liegt zwischen 1 Million und 20 Millionen,10 Millionen,todo
208,C) Technik & Zahlenwelt,Physik im Alltag,Welche Temperatur kann der Blitzkanal bei einer Entladung kurzzeitig erreichen?,Das ist heißer als die Sonnenoberfläche.,Die Temperatur liegt im fünfstelligen Bereich; Einheit: Grad Celsius.,30.000,todo
209,C) Technik & Zahlenwelt,Physik im Alltag,Wie viel wiegen alle Elektronen die das Internet am Laufen halten?,Schätzung von einem bekannten Wissenschaftskommunikator,Die Antwort liegt im zweistelligen Bereich; Einheit: Gramm,50 Gramm,todo
210,C) Technik & Zahlenwelt,Physik im Alltag,Wie hoch kann ein durchschnittlicher Floh springen?,Das ist weit mehr als seine Körpergröße; Einheit: Zentimeter,Die Sprunghöhe liegt zwischen 10 und 30 Zentimetern,18,todo
211,C) Technik & Zahlenwelt,Chemie & Stoffe,Welchen Anteil der sichtbaren Materie im Universum macht Wasserstoff aus?,Es ist das häufigste Element im Universum,Der Anteil liegt zwischen 70 und 80 Prozent,75,todo
212,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele chemische Elemente sind aktuell im Periodensystem offiziell benannt?,Das Periodensystem umfasst alle bekannten chemischen Elemente; die Anzahl ist dreistellig,Die Anzahl liegt zwischen 100 und 130,118,todo
213,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie hoch ist der Goldanteil bei 24 Karat?,333er Gold hat einen Anteil von 33.3 Prozent,Der Anteil liegt zwischen 90 und 100 Prozent,100,todo
214,C) Technik & Zahlenwelt,Chemie & Stoffe,Bei welcher Temperatur liegt der Schmelzpunkt von reinem Eisen?,Es handelt sich um eine vierstellige Zahl; Eisen glüht schon vorher hell.,Der Schmelzpunkt liegt zwischen 1500 und 1600 Grad Celsius.,1538,todo
215,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viel Salz konsumieren Männer in Deutschland durchschnittlich pro Tag?,Empfohlen sind maximal 6 Gramm; der tatsächliche Konsum liegt darüber,Der Wert liegt im zweistelligen Bereich; Einheit: Gramm,10,todo
216,C) Technik & Zahlenwelt,Chemie & Stoffe,Wie viele Moleküle sind in einem einzigen Tropfen Wasser enthalten?,Die Avogadro-Konstante spielt eine Rolle; die Zahl ist dreistellig.,Die Antwort liegt zwischen 100 und 200; Einheit: Trilliarden.,1.67,todo
